,cell_type,train_val_test
87716,CD19+ B cells,train
87717,CD19+ B cells,train
87718,CD19+ B cells,train
87719,CD19+ B cells,train
87720,CD19+ B cells,validation
87721,CD19+ B cells,train
87722,CD19+ B cells,train
87723,CD19+ B cells,train
87724,CD19+ B cells,train
87725,CD19+ B cells,train
87726,CD19+ B cells,train
87727,CD19+ B cells,train
87728,CD19+ B cells,train
87729,CD19+ B cells,train
87730,CD19+ B cells,train
87731,CD19+ B cells,test
87732,CD19+ B cells,train
87733,CD19+ B cells,test
87734,CD19+ B cells,train
87735,CD19+ B cells,train
87736,CD19+ B cells,train
87737,CD19+ B cells,train
87738,CD19+ B cells,train
87739,CD19+ B cells,train
87740,CD19+ B cells,train
87741,CD19+ B cells,train
87742,CD19+ B cells,train
87743,CD19+ B cells,test
87744,CD19+ B cells,train
87745,CD19+ B cells,train
87746,CD19+ B cells,test
87747,CD19+ B cells,validation
87748,CD19+ B cells,test
87749,CD19+ B cells,test
87750,CD19+ B cells,train
87751,CD19+ B cells,train
87752,CD19+ B cells,train
87753,CD19+ B cells,train
87754,CD19+ B cells,test
87755,CD19+ B cells,train
87756,CD19+ B cells,train
87757,CD19+ B cells,train
87758,CD19+ B cells,train
87759,CD19+ B cells,train
87760,CD19+ B cells,train
87761,CD19+ B cells,test
87762,CD19+ B cells,test
87763,CD19+ B cells,train
87764,CD19+ B cells,test
87765,CD19+ B cells,test
87766,CD19+ B cells,validation
87767,CD19+ B cells,train
87768,CD19+ B cells,test
87769,CD19+ B cells,validation
87770,CD19+ B cells,train
87771,CD19+ B cells,train
87772,CD19+ B cells,train
87773,CD19+ B cells,train
87774,CD19+ B cells,train
87775,CD19+ B cells,test
87776,CD19+ B cells,train
87777,CD19+ B cells,train
87778,CD19+ B cells,train
87779,CD19+ B cells,train
87780,CD19+ B cells,train
87781,CD19+ B cells,train
87782,CD19+ B cells,train
87783,CD19+ B cells,train
87784,CD19+ B cells,train
87785,CD19+ B cells,train
87786,CD19+ B cells,train
87787,CD19+ B cells,train
87788,CD19+ B cells,train
87789,CD19+ B cells,train
87790,CD19+ B cells,train
87791,CD19+ B cells,train
87792,CD19+ B cells,train
87793,CD19+ B cells,train
87794,CD19+ B cells,validation
87795,CD19+ B cells,train
87796,CD19+ B cells,train
87797,CD19+ B cells,train
87798,CD19+ B cells,train
87799,CD19+ B cells,train
87800,CD19+ B cells,train
87801,CD19+ B cells,train
87802,CD19+ B cells,train
87803,CD19+ B cells,train
87804,CD19+ B cells,train
87805,CD19+ B cells,train
87806,CD19+ B cells,train
87807,CD19+ B cells,train
87808,CD19+ B cells,train
87809,CD19+ B cells,validation
87810,CD19+ B cells,train
87811,CD19+ B cells,train
87812,CD19+ B cells,train
87813,CD19+ B cells,test
87814,CD19+ B cells,train
87815,CD19+ B cells,train
87816,CD19+ B cells,validation
87817,CD19+ B cells,test
87818,CD19+ B cells,train
87819,CD19+ B cells,train
87820,CD19+ B cells,train
87821,CD19+ B cells,train
87822,CD19+ B cells,train
87823,CD19+ B cells,train
87824,CD19+ B cells,train
87825,CD19+ B cells,train
87826,CD19+ B cells,train
87827,CD19+ B cells,validation
87828,CD19+ B cells,train
87829,CD19+ B cells,train
87830,CD19+ B cells,train
87831,CD19+ B cells,train
87832,CD19+ B cells,train
87833,CD19+ B cells,validation
87834,CD19+ B cells,train
87835,CD19+ B cells,train
87836,CD19+ B cells,validation
87837,CD19+ B cells,train
87838,CD19+ B cells,train
87839,CD19+ B cells,test
87840,CD19+ B cells,train
87841,CD19+ B cells,train
87842,CD19+ B cells,train
87843,CD19+ B cells,train
87844,CD19+ B cells,train
87845,CD19+ B cells,train
87846,CD19+ B cells,train
87847,CD19+ B cells,train
87848,CD19+ B cells,train
87849,CD19+ B cells,train
87850,CD19+ B cells,train
87851,CD19+ B cells,train
87852,CD19+ B cells,validation
87853,CD19+ B cells,train
87854,CD19+ B cells,train
87855,CD19+ B cells,train
87856,CD19+ B cells,train
87857,CD19+ B cells,train
87858,CD19+ B cells,train
87859,CD19+ B cells,train
87860,CD19+ B cells,test
87861,CD19+ B cells,test
87862,CD19+ B cells,validation
87863,CD19+ B cells,train
87864,CD19+ B cells,train
87865,CD19+ B cells,train
87866,CD19+ B cells,train
87867,CD19+ B cells,train
87868,CD19+ B cells,train
87869,CD19+ B cells,train
87870,CD19+ B cells,train
87871,CD19+ B cells,test
87872,CD19+ B cells,train
87873,CD19+ B cells,train
87874,CD19+ B cells,validation
87875,CD19+ B cells,train
87876,CD19+ B cells,train
87877,CD19+ B cells,train
87878,CD19+ B cells,train
87879,CD19+ B cells,train
87880,CD19+ B cells,train
87881,CD19+ B cells,test
87882,CD19+ B cells,train
87883,CD19+ B cells,train
87884,CD19+ B cells,train
87885,CD19+ B cells,train
87886,CD19+ B cells,train
87887,CD19+ B cells,train
87888,CD19+ B cells,train
87889,CD19+ B cells,train
87890,CD19+ B cells,test
87891,CD19+ B cells,train
87892,CD19+ B cells,train
87893,CD19+ B cells,train
87894,CD19+ B cells,train
87895,CD19+ B cells,train
87896,CD19+ B cells,train
87897,CD19+ B cells,train
87898,CD19+ B cells,train
87899,CD19+ B cells,validation
87900,CD19+ B cells,train
87901,CD19+ B cells,train
87902,CD19+ B cells,train
87903,CD19+ B cells,train
87904,CD19+ B cells,train
87905,CD19+ B cells,train
87906,CD19+ B cells,test
87907,CD19+ B cells,validation
87908,CD19+ B cells,validation
87909,CD19+ B cells,train
87910,CD19+ B cells,train
87911,CD19+ B cells,train
87912,CD19+ B cells,test
87913,CD19+ B cells,validation
87914,CD19+ B cells,train
87915,CD19+ B cells,train
87916,CD19+ B cells,train
87917,CD19+ B cells,train
87918,CD19+ B cells,test
87919,CD19+ B cells,train
87920,CD19+ B cells,train
87921,CD19+ B cells,train
87922,CD19+ B cells,train
87923,CD19+ B cells,train
87924,CD19+ B cells,validation
87925,CD19+ B cells,train
87926,CD19+ B cells,train
87927,CD19+ B cells,train
87928,CD19+ B cells,train
87929,CD19+ B cells,train
87930,CD19+ B cells,train
87931,CD19+ B cells,train
87932,CD19+ B cells,train
87933,CD19+ B cells,test
87934,CD19+ B cells,train
87935,CD19+ B cells,train
87936,CD19+ B cells,train
87937,CD19+ B cells,train
87938,CD19+ B cells,train
87939,CD19+ B cells,train
87940,CD19+ B cells,train
87941,CD19+ B cells,validation
87942,CD19+ B cells,train
87943,CD19+ B cells,train
87944,CD19+ B cells,validation
87945,CD19+ B cells,train
87946,CD19+ B cells,train
87947,CD19+ B cells,test
87948,CD19+ B cells,train
87949,CD19+ B cells,train
87950,CD19+ B cells,train
87951,CD19+ B cells,train
87952,CD19+ B cells,test
87953,CD19+ B cells,train
87954,CD19+ B cells,train
87955,CD19+ B cells,validation
87956,CD19+ B cells,train
87957,CD19+ B cells,validation
87958,CD19+ B cells,train
87959,CD19+ B cells,train
87960,CD19+ B cells,train
87961,CD19+ B cells,train
87962,CD19+ B cells,validation
87963,CD19+ B cells,train
87964,CD19+ B cells,validation
87965,CD19+ B cells,train
87966,CD19+ B cells,validation
87967,CD19+ B cells,train
87968,CD19+ B cells,validation
87969,CD19+ B cells,train
87970,CD19+ B cells,test
87971,CD19+ B cells,train
87972,CD19+ B cells,train
87973,CD19+ B cells,train
87974,CD19+ B cells,train
87975,CD19+ B cells,train
87976,CD19+ B cells,validation
87977,CD19+ B cells,train
87978,CD19+ B cells,train
87979,CD19+ B cells,train
87980,CD19+ B cells,train
87981,CD19+ B cells,train
87982,CD19+ B cells,train
87983,CD19+ B cells,train
87984,CD19+ B cells,train
87985,CD19+ B cells,train
87986,CD19+ B cells,train
87987,CD19+ B cells,train
87988,CD19+ B cells,train
87989,CD19+ B cells,train
87990,CD19+ B cells,train
87991,CD19+ B cells,train
87992,CD19+ B cells,train
87993,CD19+ B cells,train
87994,CD19+ B cells,train
87995,CD19+ B cells,train
87996,CD19+ B cells,train
87997,CD19+ B cells,train
87998,CD19+ B cells,test
87999,CD19+ B cells,train
88000,CD19+ B cells,test
88001,CD19+ B cells,train
88002,CD19+ B cells,train
88003,CD19+ B cells,train
88004,CD19+ B cells,train
88005,CD19+ B cells,train
88006,CD19+ B cells,train
88007,CD19+ B cells,test
88008,CD19+ B cells,train
88009,CD19+ B cells,train
88010,CD19+ B cells,validation
88011,CD19+ B cells,train
88012,CD19+ B cells,train
88013,CD19+ B cells,train
88014,CD19+ B cells,train
88015,CD19+ B cells,validation
88016,CD19+ B cells,train
88017,CD19+ B cells,validation
88018,CD19+ B cells,train
88019,CD19+ B cells,test
88020,CD19+ B cells,train
88021,CD19+ B cells,validation
88022,CD19+ B cells,train
88023,CD19+ B cells,train
88024,CD19+ B cells,validation
88025,CD19+ B cells,train
88026,CD19+ B cells,train
88027,CD19+ B cells,train
88028,CD19+ B cells,train
88029,CD19+ B cells,train
88030,CD19+ B cells,train
88031,CD19+ B cells,train
88032,CD19+ B cells,train
88033,CD19+ B cells,test
88034,CD19+ B cells,train
88035,CD19+ B cells,train
88036,CD19+ B cells,train
88037,CD19+ B cells,validation
88038,CD19+ B cells,train
88039,CD19+ B cells,train
88040,CD19+ B cells,validation
88041,CD19+ B cells,train
88042,CD19+ B cells,train
88043,CD19+ B cells,test
88044,CD19+ B cells,train
88045,CD19+ B cells,train
88046,CD19+ B cells,train
88047,CD19+ B cells,train
88048,CD19+ B cells,validation
88049,CD19+ B cells,train
88050,CD19+ B cells,test
88051,CD19+ B cells,train
88052,CD19+ B cells,train
88053,CD19+ B cells,train
88054,CD19+ B cells,validation
88055,CD19+ B cells,validation
88056,CD19+ B cells,train
88057,CD19+ B cells,train
88058,CD19+ B cells,train
88059,CD19+ B cells,train
88060,CD19+ B cells,train
88061,CD19+ B cells,train
88062,CD19+ B cells,train
88063,CD19+ B cells,train
88064,CD19+ B cells,train
88065,CD19+ B cells,train
88066,CD19+ B cells,train
88067,CD19+ B cells,train
88068,CD19+ B cells,train
88069,CD19+ B cells,train
88070,CD19+ B cells,train
88071,CD19+ B cells,train
88072,CD19+ B cells,validation
88073,CD19+ B cells,test
88074,CD19+ B cells,train
88075,CD19+ B cells,train
88076,CD19+ B cells,test
88077,CD19+ B cells,train
88078,CD19+ B cells,train
88079,CD19+ B cells,train
88080,CD19+ B cells,train
88081,CD19+ B cells,test
88082,CD19+ B cells,train
88083,CD19+ B cells,validation
88084,CD19+ B cells,train
88085,CD19+ B cells,train
88086,CD19+ B cells,train
88087,CD19+ B cells,test
88088,CD19+ B cells,train
88089,CD19+ B cells,train
88090,CD19+ B cells,train
88091,CD19+ B cells,train
88092,CD19+ B cells,train
88093,CD19+ B cells,train
88094,CD19+ B cells,train
88095,CD19+ B cells,train
88096,CD19+ B cells,train
88097,CD19+ B cells,train
88098,CD19+ B cells,validation
88099,CD19+ B cells,train
88100,CD19+ B cells,train
88101,CD19+ B cells,train
88102,CD19+ B cells,train
88103,CD19+ B cells,test
88104,CD19+ B cells,train
88105,CD19+ B cells,train
88106,CD19+ B cells,train
88107,CD19+ B cells,train
88108,CD19+ B cells,train
88109,CD19+ B cells,train
88110,CD19+ B cells,train
88111,CD19+ B cells,train
88112,CD19+ B cells,train
88113,CD19+ B cells,train
88114,CD19+ B cells,train
88115,CD19+ B cells,train
88116,CD19+ B cells,train
88117,CD19+ B cells,train
88118,CD19+ B cells,train
88119,CD19+ B cells,train
88120,CD19+ B cells,train
88121,CD19+ B cells,validation
88122,CD19+ B cells,train
88123,CD19+ B cells,train
88124,CD19+ B cells,train
88125,CD19+ B cells,train
88126,CD19+ B cells,train
88127,CD19+ B cells,train
88128,CD19+ B cells,train
88129,CD19+ B cells,train
88130,CD19+ B cells,train
88131,CD19+ B cells,train
88132,CD19+ B cells,train
88133,CD19+ B cells,train
88134,CD19+ B cells,train
88135,CD19+ B cells,train
88136,CD19+ B cells,validation
88137,CD19+ B cells,test
88138,CD19+ B cells,train
88139,CD19+ B cells,train
88140,CD19+ B cells,train
88141,CD19+ B cells,train
88142,CD19+ B cells,train
88143,CD19+ B cells,train
88144,CD19+ B cells,train
88145,CD19+ B cells,validation
88146,CD19+ B cells,test
88147,CD19+ B cells,test
88148,CD19+ B cells,test
88149,CD19+ B cells,train
88150,CD19+ B cells,train
88151,CD19+ B cells,train
88152,CD19+ B cells,train
88153,CD19+ B cells,train
88154,CD19+ B cells,train
88155,CD19+ B cells,train
88156,CD19+ B cells,train
88157,CD19+ B cells,validation
88158,CD19+ B cells,train
88159,CD19+ B cells,test
88160,CD19+ B cells,validation
88161,CD19+ B cells,train
88162,CD19+ B cells,validation
88163,CD19+ B cells,train
88164,CD19+ B cells,train
88165,CD19+ B cells,train
88166,CD19+ B cells,train
88167,CD19+ B cells,train
88168,CD19+ B cells,train
88169,CD19+ B cells,train
88170,CD19+ B cells,train
88171,CD19+ B cells,train
88172,CD19+ B cells,train
88173,CD19+ B cells,train
88174,CD19+ B cells,validation
88175,CD19+ B cells,train
88176,CD19+ B cells,train
88177,CD19+ B cells,train
88178,CD19+ B cells,train
88179,CD19+ B cells,train
88180,CD19+ B cells,test
88181,CD19+ B cells,train
88182,CD19+ B cells,train
88183,CD19+ B cells,train
88184,CD19+ B cells,test
88185,CD19+ B cells,validation
88186,CD19+ B cells,train
88187,CD19+ B cells,train
88188,CD19+ B cells,train
88189,CD19+ B cells,test
88190,CD19+ B cells,train
88191,CD19+ B cells,train
88192,CD19+ B cells,train
88193,CD19+ B cells,train
88194,CD19+ B cells,train
88195,CD19+ B cells,train
88196,CD19+ B cells,validation
88197,CD19+ B cells,train
88198,CD19+ B cells,train
88199,CD19+ B cells,test
88200,CD19+ B cells,train
88201,CD19+ B cells,train
88202,CD19+ B cells,train
88203,CD19+ B cells,train
88204,CD19+ B cells,test
88205,CD19+ B cells,train
88206,CD19+ B cells,train
88207,CD19+ B cells,train
88208,CD19+ B cells,train
88209,CD19+ B cells,train
88210,CD19+ B cells,train
88211,CD19+ B cells,train
88212,CD19+ B cells,validation
88213,CD19+ B cells,train
88214,CD19+ B cells,train
88215,CD19+ B cells,train
88216,CD19+ B cells,train
88217,CD19+ B cells,train
88218,CD19+ B cells,train
88219,CD19+ B cells,train
88220,CD19+ B cells,train
88221,CD19+ B cells,train
88222,CD19+ B cells,train
88223,CD19+ B cells,train
88224,CD19+ B cells,train
88225,CD19+ B cells,train
88226,CD19+ B cells,train
88227,CD19+ B cells,train
88228,CD19+ B cells,train
88229,CD19+ B cells,train
88230,CD19+ B cells,train
88231,CD19+ B cells,train
88232,CD19+ B cells,train
88233,CD19+ B cells,test
88234,CD19+ B cells,train
88235,CD19+ B cells,train
88236,CD19+ B cells,train
88237,CD19+ B cells,train
88238,CD19+ B cells,train
88239,CD19+ B cells,train
88240,CD19+ B cells,train
88241,CD19+ B cells,train
88242,CD19+ B cells,train
88243,CD19+ B cells,train
88244,CD19+ B cells,train
88245,CD19+ B cells,validation
88246,CD19+ B cells,train
88247,CD19+ B cells,train
88248,CD19+ B cells,train
88249,CD19+ B cells,train
88250,CD19+ B cells,train
88251,CD19+ B cells,train
88252,CD19+ B cells,train
88253,CD19+ B cells,train
88254,CD19+ B cells,train
88255,CD19+ B cells,test
88256,CD19+ B cells,test
88257,CD19+ B cells,train
88258,CD19+ B cells,train
88259,CD19+ B cells,test
88260,CD19+ B cells,validation
88261,CD19+ B cells,train
88262,CD19+ B cells,train
88263,CD19+ B cells,train
88264,CD19+ B cells,train
88265,CD19+ B cells,train
88266,CD19+ B cells,train
88267,CD19+ B cells,train
88268,CD19+ B cells,test
88269,CD19+ B cells,train
88270,CD19+ B cells,train
88271,CD19+ B cells,train
88272,CD19+ B cells,validation
88273,CD19+ B cells,train
88274,CD19+ B cells,train
88275,CD19+ B cells,test
88276,CD19+ B cells,train
88277,CD19+ B cells,train
88278,CD19+ B cells,test
88279,CD19+ B cells,train
88280,CD19+ B cells,train
88281,CD19+ B cells,train
88282,CD19+ B cells,validation
88283,CD19+ B cells,train
88284,CD19+ B cells,train
88285,CD19+ B cells,train
88286,CD19+ B cells,train
88287,CD19+ B cells,train
88288,CD19+ B cells,train
88289,CD19+ B cells,train
88290,CD19+ B cells,train
88291,CD19+ B cells,train
88292,CD19+ B cells,test
88293,CD19+ B cells,train
88294,CD19+ B cells,train
88295,CD19+ B cells,train
88296,CD19+ B cells,validation
88297,CD19+ B cells,train
88298,CD19+ B cells,train
88299,CD19+ B cells,train
88300,CD19+ B cells,train
88301,CD19+ B cells,train
88302,CD19+ B cells,test
88303,CD19+ B cells,train
88304,CD19+ B cells,train
88305,CD19+ B cells,train
88306,CD19+ B cells,train
88307,CD19+ B cells,train
88308,CD19+ B cells,validation
88309,CD19+ B cells,train
88310,CD19+ B cells,train
88311,CD19+ B cells,train
88312,CD19+ B cells,train
88313,CD19+ B cells,train
88314,CD19+ B cells,train
88315,CD19+ B cells,train
88316,CD19+ B cells,train
88317,CD19+ B cells,train
88318,CD19+ B cells,train
88319,CD19+ B cells,train
88320,CD19+ B cells,train
88321,CD19+ B cells,validation
88322,CD19+ B cells,train
88323,CD19+ B cells,train
88324,CD19+ B cells,train
88325,CD19+ B cells,train
88326,CD19+ B cells,train
88327,CD19+ B cells,train
88328,CD19+ B cells,train
88329,CD19+ B cells,train
88330,CD19+ B cells,train
88331,CD19+ B cells,train
88332,CD19+ B cells,train
88333,CD19+ B cells,train
88334,CD19+ B cells,train
88335,CD19+ B cells,train
88336,CD19+ B cells,train
88337,CD19+ B cells,train
88338,CD19+ B cells,validation
88339,CD19+ B cells,train
88340,CD19+ B cells,train
88341,CD19+ B cells,train
88342,CD19+ B cells,train
88343,CD19+ B cells,test
88344,CD19+ B cells,train
88345,CD19+ B cells,train
88346,CD19+ B cells,train
88347,CD19+ B cells,train
88348,CD19+ B cells,train
88349,CD19+ B cells,test
88350,CD19+ B cells,train
88351,CD19+ B cells,train
88352,CD19+ B cells,train
88353,CD19+ B cells,train
88354,CD19+ B cells,train
88355,CD19+ B cells,train
88356,CD19+ B cells,train
88357,CD19+ B cells,train
88358,CD19+ B cells,train
88359,CD19+ B cells,train
88360,CD19+ B cells,train
88361,CD19+ B cells,train
88362,CD19+ B cells,validation
88363,CD19+ B cells,train
88364,CD19+ B cells,train
88365,CD19+ B cells,test
88366,CD19+ B cells,train
88367,CD19+ B cells,train
88368,CD19+ B cells,train
88369,CD19+ B cells,validation
88370,CD19+ B cells,train
88371,CD19+ B cells,train
88372,CD19+ B cells,train
88373,CD19+ B cells,train
88374,CD19+ B cells,train
88375,CD19+ B cells,train
88376,CD19+ B cells,train
88377,CD19+ B cells,train
88378,CD19+ B cells,test
88379,CD19+ B cells,train
88380,CD19+ B cells,train
88381,CD19+ B cells,train
88382,CD19+ B cells,train
88383,CD19+ B cells,train
88384,CD19+ B cells,train
88385,CD19+ B cells,train
88386,CD19+ B cells,train
88387,CD19+ B cells,train
88388,CD19+ B cells,train
88389,CD19+ B cells,train
88390,CD19+ B cells,train
88391,CD19+ B cells,validation
88392,CD19+ B cells,test
88393,CD19+ B cells,test
88394,CD19+ B cells,train
88395,CD19+ B cells,train
88396,CD19+ B cells,train
88397,CD19+ B cells,train
88398,CD19+ B cells,train
88399,CD19+ B cells,train
88400,CD19+ B cells,train
88401,CD19+ B cells,train
88402,CD19+ B cells,validation
88403,CD19+ B cells,train
88404,CD19+ B cells,test
88405,CD19+ B cells,train
88406,CD19+ B cells,train
88407,CD19+ B cells,validation
88408,CD19+ B cells,train
88409,CD19+ B cells,train
88410,CD19+ B cells,train
88411,CD19+ B cells,train
88412,CD19+ B cells,train
88413,CD19+ B cells,train
88414,CD19+ B cells,train
88415,CD19+ B cells,train
88416,CD19+ B cells,train
88417,CD19+ B cells,validation
88418,CD19+ B cells,train
88419,CD19+ B cells,train
88420,CD19+ B cells,train
88421,CD19+ B cells,train
88422,CD19+ B cells,train
88423,CD19+ B cells,train
88424,CD19+ B cells,train
88425,CD19+ B cells,train
88426,CD19+ B cells,validation
88427,CD19+ B cells,train
88428,CD19+ B cells,train
88429,CD19+ B cells,train
88430,CD19+ B cells,train
88431,CD19+ B cells,train
88432,CD19+ B cells,train
88433,CD19+ B cells,train
88434,CD19+ B cells,train
88435,CD19+ B cells,train
88436,CD19+ B cells,train
88437,CD19+ B cells,train
88438,CD19+ B cells,train
88439,CD19+ B cells,train
88440,CD19+ B cells,train
88441,CD19+ B cells,validation
88442,CD19+ B cells,test
88443,CD19+ B cells,train
88444,CD19+ B cells,train
88445,CD19+ B cells,train
88446,CD19+ B cells,train
88447,CD19+ B cells,validation
88448,CD19+ B cells,train
88449,CD19+ B cells,train
88450,CD19+ B cells,train
88451,CD19+ B cells,train
88452,CD19+ B cells,test
88453,CD19+ B cells,train
88454,CD19+ B cells,test
88455,CD19+ B cells,train
88456,CD19+ B cells,train
88457,CD19+ B cells,train
88458,CD19+ B cells,train
88459,CD19+ B cells,train
88460,CD19+ B cells,train
88461,CD19+ B cells,validation
88462,CD19+ B cells,train
88463,CD19+ B cells,train
88464,CD19+ B cells,validation
88465,CD19+ B cells,train
88466,CD19+ B cells,train
88467,CD19+ B cells,test
88468,CD19+ B cells,train
88469,CD19+ B cells,test
88470,CD19+ B cells,train
88471,CD19+ B cells,train
88472,CD19+ B cells,train
88473,CD19+ B cells,validation
88474,CD19+ B cells,train
88475,CD19+ B cells,train
88476,CD19+ B cells,train
88477,CD19+ B cells,train
88478,CD19+ B cells,train
88479,CD19+ B cells,test
88480,CD19+ B cells,train
88481,CD19+ B cells,train
88482,CD19+ B cells,train
88483,CD19+ B cells,train
88484,CD19+ B cells,train
88485,CD19+ B cells,train
88486,CD19+ B cells,test
88487,CD19+ B cells,validation
88488,CD19+ B cells,train
88489,CD19+ B cells,validation
88490,CD19+ B cells,train
88491,CD19+ B cells,train
88492,CD19+ B cells,train
88493,CD19+ B cells,train
88494,CD19+ B cells,validation
88495,CD19+ B cells,train
88496,CD19+ B cells,train
88497,CD19+ B cells,train
88498,CD19+ B cells,train
88499,CD19+ B cells,train
88500,CD19+ B cells,train
88501,CD19+ B cells,train
88502,CD19+ B cells,train
88503,CD19+ B cells,train
88504,CD19+ B cells,train
88505,CD19+ B cells,train
88506,CD19+ B cells,test
88507,CD19+ B cells,train
88508,CD19+ B cells,train
88509,CD19+ B cells,train
88510,CD19+ B cells,train
88511,CD19+ B cells,train
88512,CD19+ B cells,train
88513,CD19+ B cells,train
88514,CD19+ B cells,train
88515,CD19+ B cells,test
88516,CD19+ B cells,train
88517,CD19+ B cells,train
88518,CD19+ B cells,train
88519,CD19+ B cells,train
88520,CD19+ B cells,train
88521,CD19+ B cells,train
88522,CD19+ B cells,train
88523,CD19+ B cells,validation
88524,CD19+ B cells,train
88525,CD19+ B cells,train
88526,CD19+ B cells,test
88527,CD19+ B cells,test
88528,CD19+ B cells,train
88529,CD19+ B cells,train
88530,CD19+ B cells,test
88531,CD19+ B cells,train
88532,CD19+ B cells,validation
88533,CD19+ B cells,train
88534,CD19+ B cells,train
88535,CD19+ B cells,train
88536,CD19+ B cells,train
88537,CD19+ B cells,train
88538,CD19+ B cells,train
88539,CD19+ B cells,train
88540,CD19+ B cells,train
88541,CD19+ B cells,train
88542,CD19+ B cells,train
88543,CD19+ B cells,train
88544,CD19+ B cells,train
88545,CD19+ B cells,train
88546,CD19+ B cells,train
88547,CD19+ B cells,train
88548,CD19+ B cells,train
88549,CD19+ B cells,train
88550,CD19+ B cells,train
88551,CD19+ B cells,train
88552,CD19+ B cells,train
88553,CD19+ B cells,train
88554,CD19+ B cells,train
88555,CD19+ B cells,validation
88556,CD19+ B cells,train
88557,CD19+ B cells,train
88558,CD19+ B cells,test
88559,CD19+ B cells,train
88560,CD19+ B cells,train
88561,CD19+ B cells,train
88562,CD19+ B cells,train
88563,CD19+ B cells,train
88564,CD19+ B cells,validation
88565,CD19+ B cells,test
88566,CD19+ B cells,train
88567,CD19+ B cells,train
88568,CD19+ B cells,train
88569,CD19+ B cells,train
88570,CD19+ B cells,train
88571,CD19+ B cells,train
88572,CD19+ B cells,train
88573,CD19+ B cells,train
88574,CD19+ B cells,train
88575,CD19+ B cells,train
88576,CD19+ B cells,validation
88577,CD19+ B cells,validation
88578,CD19+ B cells,train
88579,CD19+ B cells,train
88580,CD19+ B cells,train
88581,CD19+ B cells,train
88582,CD19+ B cells,train
88583,CD19+ B cells,train
88584,CD19+ B cells,train
88585,CD19+ B cells,validation
88586,CD19+ B cells,train
88587,CD19+ B cells,train
88588,CD19+ B cells,train
88589,CD19+ B cells,train
88590,CD19+ B cells,train
88591,CD19+ B cells,train
88592,CD19+ B cells,train
88593,CD19+ B cells,train
88594,CD19+ B cells,train
88595,CD19+ B cells,train
88596,CD19+ B cells,train
88597,CD19+ B cells,train
88598,CD19+ B cells,train
88599,CD19+ B cells,train
88600,CD19+ B cells,validation
88601,CD19+ B cells,train
88602,CD19+ B cells,test
88603,CD19+ B cells,validation
88604,CD19+ B cells,test
88605,CD19+ B cells,train
88606,CD19+ B cells,validation
88607,CD19+ B cells,test
88608,CD19+ B cells,train
88609,CD19+ B cells,test
88610,CD19+ B cells,train
88611,CD19+ B cells,train
88612,CD19+ B cells,train
88613,CD19+ B cells,validation
88614,CD19+ B cells,train
88615,CD19+ B cells,train
88616,CD19+ B cells,train
88617,CD19+ B cells,train
88618,CD19+ B cells,train
88619,CD19+ B cells,train
88620,CD19+ B cells,train
88621,CD19+ B cells,train
88622,CD19+ B cells,train
88623,CD19+ B cells,train
88624,CD19+ B cells,train
88625,CD19+ B cells,train
88626,CD19+ B cells,validation
88627,CD19+ B cells,train
88628,CD19+ B cells,validation
88629,CD19+ B cells,train
88630,CD19+ B cells,train
88631,CD19+ B cells,train
88632,CD19+ B cells,train
88633,CD19+ B cells,train
88634,CD19+ B cells,train
88635,CD19+ B cells,train
88636,CD19+ B cells,validation
88637,CD19+ B cells,train
88638,CD19+ B cells,train
88639,CD19+ B cells,train
88640,CD19+ B cells,train
88641,CD19+ B cells,train
88642,CD19+ B cells,train
88643,CD19+ B cells,train
88644,CD19+ B cells,train
88645,CD19+ B cells,train
88646,CD19+ B cells,validation
88647,CD19+ B cells,train
88648,CD19+ B cells,train
88649,CD19+ B cells,train
88650,CD19+ B cells,train
88651,CD19+ B cells,train
88652,CD19+ B cells,train
88653,CD19+ B cells,train
88654,CD19+ B cells,train
88655,CD19+ B cells,train
88656,CD19+ B cells,train
88657,CD19+ B cells,train
88658,CD19+ B cells,train
88659,CD19+ B cells,train
88660,CD19+ B cells,train
88661,CD19+ B cells,train
88662,CD19+ B cells,train
88663,CD19+ B cells,train
88664,CD19+ B cells,train
88665,CD19+ B cells,train
88666,CD19+ B cells,train
88667,CD19+ B cells,train
88668,CD19+ B cells,train
88669,CD19+ B cells,train
88670,CD19+ B cells,train
88671,CD19+ B cells,train
88672,CD19+ B cells,train
88673,CD19+ B cells,train
88674,CD19+ B cells,test
88675,CD19+ B cells,train
88676,CD19+ B cells,train
88677,CD19+ B cells,train
88678,CD19+ B cells,train
88679,CD19+ B cells,train
88680,CD19+ B cells,test
88681,CD19+ B cells,train
88682,CD19+ B cells,validation
88683,CD19+ B cells,train
88684,CD19+ B cells,train
88685,CD19+ B cells,train
88686,CD19+ B cells,train
88687,CD19+ B cells,train
88688,CD19+ B cells,train
88689,CD19+ B cells,train
88690,CD19+ B cells,test
88691,CD19+ B cells,train
88692,CD19+ B cells,train
88693,CD19+ B cells,train
88694,CD19+ B cells,train
88695,CD19+ B cells,train
88696,CD19+ B cells,train
88697,CD19+ B cells,train
88698,CD19+ B cells,train
88699,CD19+ B cells,train
88700,CD19+ B cells,train
88701,CD19+ B cells,train
88702,CD19+ B cells,train
88703,CD19+ B cells,train
88704,CD19+ B cells,train
88705,CD19+ B cells,train
88706,CD19+ B cells,train
88707,CD19+ B cells,train
