,gene_ID,gene_name
22612,ENSG00000257120,CTD-2503I6.1
22613,ENSG00000257904,RP11-269C4.2
22614,ENSG00000248975,CTD-2251F13.1
22615,ENSG00000257636,RP11-1103G16.1
22616,ENSG00000092140,G2E3
22617,ENSG00000092108,SCFD1
22618,ENSG00000258558,RP11-159L20.2
22619,ENSG00000100473,COCH
22620,ENSG00000258525,RP11-829H16.3
22621,ENSG00000196792,STRN3
22622,ENSG00000100478,AP4S1
22623,ENSG00000092148,HECTD1
22624,ENSG00000257831,RP11-596D21.1
22625,ENSG00000129493,HEATR5A
22626,ENSG00000203546,RP11-176H8.1
22627,ENSG00000250365,CTD-2213F21.2
22628,ENSG00000129480,DTD2
22629,ENSG00000151413,NUBPL
22630,ENSG00000258196,CTD-2213F21.4
22631,ENSG00000257155,CTD-2213F21.3
22632,ENSG00000257472,RP11-159D23.2
22633,ENSG00000258474,RP11-187E13.1
22634,ENSG00000258386,RP11-187E13.2
22635,ENSG00000258655,ARHGAP5-AS1
22636,ENSG00000100852,ARHGAP5
22637,ENSG00000151320,AKAP6
22638,ENSG00000258580,RP11-320M16.2
22639,ENSG00000151322,NPAS3
22640,ENSG00000129521,EGLN3
22641,ENSG00000258897,EGLN3-AS1
22642,ENSG00000165389,SPTSSA
22643,ENSG00000129518,EAPP
22644,ENSG00000258612,RP11-671J11.6
22645,ENSG00000259135,RP11-671J11.4
22646,ENSG00000129515,SNX6
22647,ENSG00000165410,CFL2
22648,ENSG00000198604,BAZ1A
22649,ENSG00000258738,RP11-73E17.2
22650,ENSG00000100883,SRP54
22651,ENSG00000151327,FAM177A1
22652,ENSG00000092020,PPP2R3C
22653,ENSG00000100890,KIAA0391
22654,ENSG00000258790,KIAA0391
22655,ENSG00000100902,PSMA6
22656,ENSG00000258860,RP11-561B11.3
22657,ENSG00000100906,NFKBIA
22658,ENSG00000259017,RP11-561B11.6
22659,ENSG00000168348,INSM2
22660,ENSG00000174373,RALGAPA1
22661,ENSG00000258938,RP11-317N8.5
22662,ENSG00000100916,BRMS1L
22663,ENSG00000257272,RP11-317N8.3
22664,ENSG00000257614,RP11-116N8.2
22665,ENSG00000257826,RP11-116N8.4
22666,ENSG00000257585,LINC00609
22667,ENSG00000259104,PTCSC3
22668,ENSG00000258844,RP11-259K15.2
22669,ENSG00000151332,MBIP
22670,ENSG00000229415,SFTA3
22671,ENSG00000136352,NKX2-1
22672,ENSG00000253563,NKX2-1-AS1
22673,ENSG00000136327,NKX2-8
22674,ENSG00000258661,RP11-964E11.2
22675,ENSG00000198807,PAX9
22676,ENSG00000183032,SLC25A21
22677,ENSG00000258690,RP11-81F13.1
22678,ENSG00000258601,RP11-81F13.2
22679,ENSG00000258708,SLC25A21-AS1
22680,ENSG00000151338,MIPOL1
22681,ENSG00000259087,RP11-356O9.2
22682,ENSG00000258414,RP11-356O9.1
22683,ENSG00000129514,FOXA1
22684,ENSG00000139865,TTC6
22685,ENSG00000259091,LINC00517
22686,ENSG00000258696,CTD-2058B24.3
22687,ENSG00000259048,CTD-2058B24.2
22688,ENSG00000258649,CTD-2142D14.1
22689,ENSG00000139874,SSTR1
22690,ENSG00000176435,CLEC14A
22691,ENSG00000259072,RP11-96D24.1
22692,ENSG00000259070,LINC00639
22693,ENSG00000100934,SEC23A
22694,ENSG00000258651,RP11-545M17.1
22695,ENSG00000092208,GEMIN2
22696,ENSG00000182400,TRAPPC6B
22697,ENSG00000259083,RP11-407N17.4
22698,ENSG00000100941,PNN
22699,ENSG00000150526,MIA2
22700,ENSG00000258941,RP11-407N17.3
22701,ENSG00000150527,CTAGE5
22702,ENSG00000258940,RP11-407N17.5
22703,ENSG00000165355,FBXO33
22704,ENSG00000258526,RP11-111A21.1
22705,ENSG00000258418,RP11-662J14.1
22706,ENSG00000258480,RP11-662J14.2
22707,ENSG00000251363,RP11-129M6.1
22708,ENSG00000258636,CTD-2298J14.2
22709,ENSG00000165379,LRFN5
22710,ENSG00000259149,RP11-313C4.1
22711,ENSG00000258850,RP11-214N1.1
22712,ENSG00000258969,RP11-305B6.3
22713,ENSG00000259126,RP11-99L13.2
22714,ENSG00000258487,RP11-99L13.1
22715,ENSG00000189139,FSCB
22716,ENSG00000258747,RP11-163M18.1
22717,ENSG00000258998,RP11-398E10.1
22718,ENSG00000258633,RP11-857B24.1
22719,ENSG00000179476,C14orf28
22720,ENSG00000258949,RP11-857B24.5
22721,ENSG00000179454,KLHL28
22722,ENSG00000198718,FAM179B
22723,ENSG00000249163,CTD-3028N15.1
22724,ENSG00000185246,PRPF39
22725,ENSG00000100442,FKBP3
22726,ENSG00000187790,FANCM
22727,ENSG00000129534,MIS18BP1
22728,ENSG00000260046,RP11-454K7.3
22729,ENSG00000257900,RP11-454K7.1
22730,ENSG00000258845,RP11-945F5.1
22731,ENSG00000258616,RP11-369C8.1
22732,ENSG00000258700,LINC00871
22733,ENSG00000165496,RPL10L
22734,ENSG00000139915,MDGA2
22735,ENSG00000272781,MDGA2
22736,ENSG00000259129,LINC00648
22737,ENSG00000258751,RP11-2G1.1
22738,ENSG00000258868,RP11-816J8.1
22739,ENSG00000213741,RPS29
22740,ENSG00000258486,RN7SL1
22741,ENSG00000253459,AL139099.1
22742,ENSG00000165501,LRR1
22743,ENSG00000165502,RPL36AL
22744,ENSG00000168282,MGAT2
22745,ENSG00000258377,RP11-649E7.5
22746,ENSG00000165506,DNAAF2
22747,ENSG00000100479,POLE2
22748,ENSG00000197776,KLHDC1
22749,ENSG00000258400,RP11-831F12.2
22750,ENSG00000165516,KLHDC2
22751,ENSG00000165525,NEMF
22752,ENSG00000269832,AL627171.2
22753,ENSG00000197502,AL627171.1
22754,ENSG00000165527,ARF6
22755,ENSG00000258946,RP11-58E21.4
22756,ENSG00000214900,C14orf182
22757,ENSG00000258929,RP11-58E21.3
22758,ENSG00000273065,RP11-58E21.5
22759,ENSG00000273307,RP11-58E21.7
22760,ENSG00000168260,C14orf183
22761,ENSG00000100483,VCPKMT
22762,ENSG00000100485,SOS2
22763,ENSG00000087299,L2HGDH
22764,ENSG00000125375,ATP5S
22765,ENSG00000259071,RP11-247L20.4
22766,ENSG00000100490,CDKL1
22767,ENSG00000258857,RP11-247L20.3
22768,ENSG00000012983,MAP4K5
22769,ENSG00000259113,RP11-406H23.2
22770,ENSG00000198513,ATL1
22771,ENSG00000151748,SAV1
22772,ENSG00000100503,NIN
22773,ENSG00000258843,RP11-286O18.1
22774,ENSG00000258687,RP11-218E20.2
22775,ENSG00000100504,PYGL
22776,ENSG00000131969,ABHD12B
22777,ENSG00000258745,RP11-218E20.5
22778,ENSG00000258711,RP11-218E20.3
22779,ENSG00000100505,TRIM9
22780,ENSG00000259055,RP11-1140I5.1
22781,ENSG00000139921,TMX1
22782,ENSG00000258955,LINC00519
22783,ENSG00000258479,LINC00640
22784,ENSG00000258942,RP11-255G12.2
22785,ENSG00000258808,RP11-255G12.3
22786,ENSG00000258537,FRMD6-AS2
22787,ENSG00000139926,FRMD6
22788,ENSG00000259111,RP11-280K24.1
22789,ENSG00000186469,GNG2
22790,ENSG00000258928,RP11-463J10.2
22791,ENSG00000259007,RP11-463J10.3
22792,ENSG00000267802,AL358333.1
22793,ENSG00000258854,RP11-463J10.4
22794,ENSG00000087302,C14orf166
22795,ENSG00000087303,NID2
22796,ENSG00000258694,RP11-1033H12.1
22797,ENSG00000168229,PTGDR
22798,ENSG00000125384,PTGER2
22799,ENSG00000087301,TXNDC16
22800,ENSG00000180998,GPR137C
22801,ENSG00000197930,ERO1L
22802,ENSG00000258757,RP11-841O20.2
22803,ENSG00000100519,PSMC6
22804,ENSG00000198252,STYX
22805,ENSG00000100522,GNPNAT1
22806,ENSG00000259049,RP11-589M4.1
22807,ENSG00000258698,RP11-589M4.3
22808,ENSG00000073712,FERMT2
22809,ENSG00000258985,RP11-368P15.3
22810,ENSG00000100523,DDHD1
22811,ENSG00000258731,RP11-547D23.1
22812,ENSG00000237356,AL163953.3
22813,ENSG00000225680,AL163953.2
22814,ENSG00000235269,AL162759.1
22815,ENSG00000125378,BMP4
22816,ENSG00000100526,CDKN3
22817,ENSG00000100528,CNIH1
22818,ENSG00000258753,RP11-794A8.1
22819,ENSG00000197045,GMFB
22820,ENSG00000100532,CGRRF1
22821,ENSG00000020577,SAMD4A
22822,ENSG00000131979,GCH1
22823,ENSG00000198554,WDHD1
22824,ENSG00000180008,SOCS4
22825,ENSG00000168175,MAPK1IP1L
22826,ENSG00000131981,LGALS3
22827,ENSG00000126787,DLGAP5
22828,ENSG00000258050,RP11-698F20.3
22829,ENSG00000258413,RP11-665C16.6
22830,ENSG00000178974,FBXO34
22831,ENSG00000258455,RP11-665C16.5
22832,ENSG00000126775,ATG14
22833,ENSG00000182521,TBPL2
22834,ENSG00000186615,KTN1-AS1
22835,ENSG00000126777,KTN1
22836,ENSG00000258784,RP11-813I20.2
22837,ENSG00000259868,RP11-1012E15.1
22838,ENSG00000139946,PELI2
22839,ENSG00000259483,RP11-930O11.2
22840,ENSG00000259719,RP11-930O11.1
22841,ENSG00000070269,TMEM260
22842,ENSG00000258803,RP11-624J12.1
22843,ENSG00000258428,RP11-1085N6.2
22844,ENSG00000259133,RP11-1085N6.3
22845,ENSG00000258703,RP11-1085N6.4
22846,ENSG00000270163,RP11-1085N6.6
22847,ENSG00000165588,OTX2
22848,ENSG00000248550,OTX2-AS1
22849,ENSG00000258776,RP11-1085N6.5
22850,ENSG00000258592,RP11-108M12.3
22851,ENSG00000070367,EXOC5
22852,ENSG00000212928,AL391152.1
22853,ENSG00000053770,AP5M1
22854,ENSG00000259008,RP11-932A10.1
22855,ENSG00000139977,NAA30
22856,ENSG00000100557,C14orf105
22857,ENSG00000151812,SLC35F4
22858,ENSG00000259039,RP11-409I10.2
22859,ENSG00000139971,C14orf37
22860,ENSG00000131966,ACTR10
22861,ENSG00000100567,PSMA3
22862,ENSG00000257621,RP11-349A22.5
22863,ENSG00000268466,AL132989.1
22864,ENSG00000032219,ARID4A
22865,ENSG00000258658,RP11-517O13.3
22866,ENSG00000196860,TOMM20L
22867,ENSG00000258378,RP11-517O13.1
22868,ENSG00000100575,TIMM9
22869,ENSG00000100578,KIAA0586
22870,ENSG00000165617,DACT1
22871,ENSG00000258583,RP11-112J1.2
22872,ENSG00000100592,DAAM1
22873,ENSG00000181619,GPR135
22874,ENSG00000126790,L3HYPDH
22875,ENSG00000050130,JKAMP
22876,ENSG00000151838,CCDC175
22877,ENSG00000139970,RTN1
22878,ENSG00000261120,RP11-62H20.1
22879,ENSG00000131951,LRRC9
22880,ENSG00000258553,RP11-16B13.1
22881,ENSG00000126773,PCNXL4
22882,ENSG00000100612,DHRS7
22883,ENSG00000254718,CTD-2184C24.2
22884,ENSG00000100614,PPM1A
22885,ENSG00000258556,CTD-2568P8.1
22886,ENSG00000179008,C14orf39
22887,ENSG00000184302,SIX6
22888,ENSG00000258670,RP11-1042B17.3
22889,ENSG00000258952,RP11-1042B17.5
22890,ENSG00000126778,SIX1
22891,ENSG00000100625,SIX4
22892,ENSG00000020426,MNAT1
22893,ENSG00000126814,TRMT5
22894,ENSG00000139974,SLC38A6
22895,ENSG00000027075,PRKCH
22896,ENSG00000182107,TMEM30B
22897,ENSG00000258989,RP11-47I22.4
22898,ENSG00000258926,RP11-47I22.1
22899,ENSG00000250548,RP11-47I22.2
22900,ENSG00000232774,RP11-47I22.3
22901,ENSG00000258777,HIF1A-AS1
22902,ENSG00000100644,HIF1A
22903,ENSG00000258667,HIF1A-AS2
22904,ENSG00000023608,SNAPC1
22905,ENSG00000258882,CTD-2277K2.1
22906,ENSG00000139973,SYT16
22907,ENSG00000258842,RP11-355I22.5
22908,ENSG00000258903,RP11-355I22.2
22909,ENSG00000258403,RP11-355I22.6
22910,ENSG00000186369,LINC00643
22911,ENSG00000259142,LINC00644
22912,ENSG00000140015,KCNH5
22913,ENSG00000259093,RP11-1112J20.2
22914,ENSG00000126785,RHOJ
22915,ENSG00000258943,RP11-696D21.2
22916,ENSG00000154001,PPP2R5E
22917,ENSG00000261242,CTD-2302E22.4
22918,ENSG00000140006,WDR89
22919,ENSG00000258800,CTD-2302E22.2
22920,ENSG00000126821,SGPP1
22921,ENSG00000054654,SYNE2
22922,ENSG00000140009,ESR2
22923,ENSG00000214770,RP11-544I20.2
22924,ENSG00000258809,CTD-2555O16.1
22925,ENSG00000100714,MTHFD1
22926,ENSG00000258824,CTD-2555O16.2
22927,ENSG00000272909,CTD-2555O16.4
22928,ENSG00000089775,ZBTB25
22929,ENSG00000272828,CTD-2555O16.3
22930,ENSG00000179841,AKAP5
22931,ENSG00000126804,ZBTB1
22932,ENSG00000259116,RP11-973N13.4
22933,ENSG00000126803,HSPA2
22934,ENSG00000165807,PPP1R36
22935,ENSG00000259076,RP11-973N13.3
22936,ENSG00000126822,PLEKHG3
22937,ENSG00000070182,SPTB
22938,ENSG00000258289,CHURC1
22939,ENSG00000257365,FNTB
22940,ENSG00000125954,CHURC1-FNTB
22941,ENSG00000176153,GPX2
22942,ENSG00000139998,RAB15
22943,ENSG00000272158,RP11-840I19.5
22944,ENSG00000125952,MAX
22945,ENSG00000259118,RP11-840I19.3
22946,ENSG00000255002,CTD-2509G16.2
22947,ENSG00000258760,CTD-2509G16.5
22948,ENSG00000033170,FUT8
22949,ENSG00000258847,CTD-2014B16.3
22950,ENSG00000258502,RP11-783L4.1
22951,ENSG00000258561,RP11-72M17.1
22952,ENSG00000171723,GPHN
22953,ENSG00000258490,RP11-862P13.1
22954,ENSG00000172717,FAM71D
22955,ENSG00000072415,MPP5
22956,ENSG00000100554,ATP6V1D
22957,ENSG00000134001,EIF2S1
22958,ENSG00000100558,PLEK2
22959,ENSG00000198133,TMEM229B
22960,ENSG00000054690,PLEKHH1
22961,ENSG00000100564,PIGH
22962,ENSG00000081181,ARG2
22963,ENSG00000100568,VTI1B
22964,ENSG00000258466,RP11-1012A1.4
22965,ENSG00000072042,RDH11
22966,ENSG00000139988,RDH12
22967,ENSG00000072121,ZFYVE26
22968,ENSG00000182185,RAD51B
22969,ENSG00000258837,CTD-2566J3.1
22970,ENSG00000259038,CTD-2325P2.4
22971,ENSG00000258623,CTD-2325P2.3
22972,ENSG00000185650,ZFP36L1
22973,ENSG00000072110,ACTN1
22974,ENSG00000259062,ACTN1-AS1
22975,ENSG00000139990,DCAF5
22976,ENSG00000258957,RP11-363J20.1
22977,ENSG00000081177,EXD2
22978,ENSG00000258520,RP11-363J20.2
22979,ENSG00000100626,GALNT16
22980,ENSG00000100632,ERH
22981,ENSG00000029364,SLC39A9
22982,ENSG00000175985,PLEKHD1
22983,ENSG00000255994,CCDC177
22984,ENSG00000267909,CCDC177
22985,ENSG00000100647,KIAA0247
22986,ENSG00000100650,SRSF5
22987,ENSG00000100652,SLC10A1
22988,ENSG00000198732,SMOC1
22989,ENSG00000100678,SLC8A3
22990,ENSG00000258422,RP11-486O13.2
22991,ENSG00000259033,RP11-718G2.5
22992,ENSG00000133983,COX16
22993,ENSG00000213463,SYNJ2BP
22994,ENSG00000257759,RP11-486O13.4
22995,ENSG00000139985,ADAM21
22996,ENSG00000259158,ADAM20P1
22997,ENSG00000134007,ADAM20
22998,ENSG00000133997,MED6
22999,ENSG00000259115,CTD-2540L5.5
23000,ENSG00000245466,CTD-2540L5.6
23001,ENSG00000133985,TTC9
23002,ENSG00000258689,RP6-65G23.1
23003,ENSG00000006432,MAP3K9
23004,ENSG00000259153,RP6-65G23.3
23005,ENSG00000100731,PCNX
23006,ENSG00000269927,RP6-91H8.3
23007,ENSG00000259907,RP6-91H8.2
23008,ENSG00000258517,RP6-91H8.1
23009,ENSG00000267901,AC004817.1
23010,ENSG00000269945,RP6-91H8.5
23011,ENSG00000259146,RP1-261D10.2
23012,ENSG00000197555,SIPA1L1
23013,ENSG00000266869,RP6-114E22.1
23014,ENSG00000182732,RGS6
23015,ENSG00000257040,AC005477.1
23016,ENSG00000258871,RP3-514A23.2
23017,ENSG00000205683,DPF3
23018,ENSG00000119599,DCAF4
23019,ENSG00000165861,ZFYVE1
23020,ENSG00000258813,RP11-109N23.4
23021,ENSG00000119707,RBM25
23022,ENSG00000080815,PSEN1
23023,ENSG00000100767,PAPLN
23024,ENSG00000258376,RP4-647C14.2
23025,ENSG00000258944,RP4-647C14.3
23026,ENSG00000133961,NUMB
23027,ENSG00000187105,HEATR4
23028,ENSG00000258695,RP3-414A15.2
23029,ENSG00000184227,ACOT1
23030,ENSG00000119673,ACOT2
23031,ENSG00000177465,ACOT4
23032,ENSG00000205669,ACOT6
23033,ENSG00000258603,RP3-414A15.10
23034,ENSG00000119661,DNAL1
23035,ENSG00000258660,RP4-693M11.3
23036,ENSG00000176903,PNMA1
23037,ENSG00000156030,ELMSAN1
23038,ENSG00000259065,RP5-1021I20.1
23039,ENSG00000258586,RP5-1021I20.2
23040,ENSG00000140043,PTGR2
23041,ENSG00000258653,RP5-1021I20.4
23042,ENSG00000119725,ZNF410
23043,ENSG00000258891,RP5-1021I20.5
23044,ENSG00000156050,FAM161B
23045,ENSG00000119723,COQ6
23046,ENSG00000187097,ENTPD5
23047,ENSG00000119636,CCDC176
23048,ENSG00000119711,ALDH6A1
23049,ENSG00000205659,LIN52
23050,ENSG00000119614,VSX2
23051,ENSG00000119688,ABCD4
23052,ENSG00000133980,VRTN
23053,ENSG00000183379,SYNDIG1L
23054,ENSG00000270000,RP3-449M8.9
23055,ENSG00000259005,RP3-449M8.6
23056,ENSG00000119655,NPC2
23057,ENSG00000165898,ISCA2
23058,ENSG00000119681,LTBP2
23059,ENSG00000258425,CTD-2207P18.1
23060,ENSG00000258976,CTD-2207P18.2
23061,ENSG00000119682,AREL1
23062,ENSG00000214670,AC007956.1
23063,ENSG00000119616,FCF1
23064,ENSG00000119596,YLPM1
23065,ENSG00000259606,RP11-316E14.6
23066,ENSG00000119608,PROX2
23067,ENSG00000119689,DLST
23068,ENSG00000198208,RPS6KL1
23069,ENSG00000119630,PGF
23070,ENSG00000119718,EIF2B2
23071,ENSG00000258646,RP11-950C14.3
23072,ENSG00000119684,MLH3
23073,ENSG00000119640,ACYP1
23074,ENSG00000119703,ZC2HC1C
23075,ENSG00000119638,NEK9
23076,ENSG00000259138,RP11-950C14.7
23077,ENSG00000170348,TMED10
23078,ENSG00000258740,RP11-293M10.1
23079,ENSG00000258820,RP11-293M10.2
23080,ENSG00000170345,FOS
23081,ENSG00000259687,RP11-293M10.5
23082,ENSG00000259319,RP11-293M10.6
23083,ENSG00000140044,JDP2
23084,ENSG00000156127,BATF
23085,ENSG00000224721,AC007182.6
23086,ENSG00000119686,FLVCR2
23087,ENSG00000119685,TTLL5
23088,ENSG00000133935,C14orf1
23089,ENSG00000259103,RP11-270M14.4
23090,ENSG00000119650,IFT43
23091,ENSG00000119699,TGFB3
23092,ENSG00000258876,RP11-270M14.5
23093,ENSG00000089916,GPATCH2L
23094,ENSG00000258402,RP11-516J2.1
23095,ENSG00000119715,ESRRB
23096,ENSG00000259124,RP11-187O7.3
23097,ENSG00000258569,RP11-99E15.2
23098,ENSG00000071246,VASH1
23099,ENSG00000259081,RP11-488C13.6
23100,ENSG00000258610,RP11-488C13.7
23101,ENSG00000258301,RP11-488C13.5
23102,ENSG00000013523,ANGEL1
23103,ENSG00000100565,C14orf166B
23104,ENSG00000259058,RP11-488C13.4
23105,ENSG00000258602,RP11-7F17.7
23106,ENSG00000119669,IRF2BPL
23107,ENSG00000246548,RP11-7F17.5
23108,ENSG00000258473,RP11-7F17.4
23109,ENSG00000258819,RP11-7F17.3
23110,ENSG00000198894,CIPC
23111,ENSG00000259164,RP11-463C8.4
23112,ENSG00000165548,TMEM63C
23113,ENSG00000177108,ZDHHC22
23114,ENSG00000269883,AC007375.1
23115,ENSG00000165553,NGB
23116,ENSG00000009830,POMT2
23117,ENSG00000100577,GSTZ1
23118,ENSG00000100580,TMED8
23119,ENSG00000100583,SAMD15
23120,ENSG00000165555,NOXRED1
23121,ENSG00000268156,FKSG61
23122,ENSG00000151445,VIPAS39
23123,ENSG00000100591,AHSA1
23124,ENSG00000100593,ISM2
23125,ENSG00000100596,SPTLC2
23126,ENSG00000100601,ALKBH1
23127,ENSG00000119705,SLIRP
23128,ENSG00000100603,SNW1
23129,ENSG00000197734,C14orf178
23130,ENSG00000268208,AC008372.1
23131,ENSG00000063761,ADCK1
23132,ENSG00000021645,NRXN3
23133,ENSG00000258723,RP11-332E19.2
23134,ENSG00000258719,RP11-232C2.3
23135,ENSG00000258874,RP11-232C2.2
23136,ENSG00000258478,RP11-232C2.1
23137,ENSG00000258829,CTD-2243E23.1
23138,ENSG00000258662,RP11-588P7.2
23139,ENSG00000259106,RP11-242P2.2
23140,ENSG00000258637,RP11-242P2.1
23141,ENSG00000258416,RP11-526N18.1
23142,ENSG00000211448,DIO2
23143,ENSG00000258766,DIO2-AS1
23144,ENSG00000100629,CEP128
23145,ENSG00000165409,TSHR
23146,ENSG00000258999,RP11-114N19.3
23147,ENSG00000165417,GTF2A1
23148,ENSG00000140022,STON2
23149,ENSG00000258675,RP11-299L17.3
23150,ENSG00000071537,SEL1L
23151,ENSG00000258977,RP11-799P8.1
23152,ENSG00000258718,RP11-226P1.2
23153,ENSG00000259035,RP11-666E17.1
23154,ENSG00000258743,RP11-406A9.2
23155,ENSG00000258683,RP11-11K13.1
23156,ENSG00000258600,RP11-452D21.2
23157,ENSG00000258426,RP11-452D21.1
23158,ENSG00000258532,RP11-353P15.1
23159,ENSG00000259044,RP11-789A21.1
23160,ENSG00000258902,CTD-2128A3.2
23161,ENSG00000258814,CTD-2128A3.3
23162,ENSG00000259107,LINC00911
23163,ENSG00000205562,RP11-497E19.1
23164,ENSG00000258945,RP11-497E19.2
23165,ENSG00000185070,FLRT2
23166,ENSG00000258733,CTD-2341M24.1
23167,ENSG00000258912,RP11-1079H9.1
23168,ENSG00000258994,RP11-26L16.1
23169,ENSG00000258804,RP11-322L20.1
23170,ENSG00000259061,RP11-736P16.1
23171,ENSG00000258496,RP11-1141N12.1
23172,ENSG00000258958,RP11-594C13.2
23173,ENSG00000258859,RP11-594C13.1
23174,ENSG00000259028,RP11-325D8.1
23175,ENSG00000258770,CTD-2007A10.1
23176,ENSG00000258807,RP11-1152H15.1
23177,ENSG00000259077,RP11-804L24.2
23178,ENSG00000054983,GALC
23179,ENSG00000140030,GPR65
23180,ENSG00000258407,RP11-300J18.2
23181,ENSG00000258826,RP11-300J18.1
23182,ENSG00000258867,LINC01146
23183,ENSG00000258975,RP11-753D20.1
23184,ENSG00000259998,RP11-753D20.4
23185,ENSG00000258538,RP11-753D20.3
23186,ENSG00000100433,KCNK10
23187,ENSG00000042317,SPATA7
23188,ENSG00000070778,PTPN21
23189,ENSG00000258983,RP11-507K2.2
23190,ENSG00000258789,RP11-507K2.3
23191,ENSG00000100722,ZC3H14
23192,ENSG00000165521,EML5
23193,ENSG00000165533,TTC8
23194,ENSG00000053254,FOXN3
23195,ENSG00000258752,RP11-356K23.1
23196,ENSG00000258699,RP11-356K23.2
23197,ENSG00000258380,RP11-33N16.2
23198,ENSG00000258920,FOXN3-AS1
23199,ENSG00000259073,FOXN3-AS2
23200,ENSG00000258792,RP11-944C7.1
23201,ENSG00000140025,EFCAB11
23202,ENSG00000042088,TDP1
23203,ENSG00000152315,KCNK13
23204,ENSG00000100764,PSMC1
23205,ENSG00000119720,NRDE2
23206,ENSG00000198668,CALM1
23207,ENSG00000258424,RP11-471B22.2
23208,ENSG00000258678,RP11-1078H9.1
23209,ENSG00000233208,LINC00642
23210,ENSG00000259789,RP11-1078H9.6
23211,ENSG00000165914,TTC7B
23212,ENSG00000258935,RP11-1078H9.2
23213,ENSG00000259163,RP11-1078H9.5
23214,ENSG00000258437,RP11-661G16.1
23215,ENSG00000258716,RP11-661G16.2
23216,ENSG00000258884,CTD-3035D6.2
23217,ENSG00000100784,RPS6KA5
23218,ENSG00000133943,C14orf159
23219,ENSG00000119714,GPR68
23220,ENSG00000258875,CTD-2547L24.3
23221,ENSG00000260810,CTD-2547L24.4
23222,ENSG00000015133,CCDC88C
23223,ENSG00000258798,RP11-895M11.3
23224,ENSG00000100796,SMEK1
23225,ENSG00000268657,AL133373.1
23226,ENSG00000133962,CATSPERB
23227,ENSG00000165929,TC2N
23228,ENSG00000140092,FBLN5
23229,ENSG00000100815,TRIP11
23230,ENSG00000066427,ATXN3
23231,ENSG00000183648,NDUFB1
23232,ENSG00000165934,CPSF2
23233,ENSG00000258481,RP11-472N19.3
23234,ENSG00000140090,SLC24A4
23235,ENSG00000100599,RIN3
23236,ENSG00000100600,LGMN
23237,ENSG00000066455,GOLGA5
23238,ENSG00000258742,RP11-862G15.1
23239,ENSG00000258499,RP11-862G15.2
23240,ENSG00000100604,CHGA
23241,ENSG00000100605,ITPK1
23242,ENSG00000258730,ITPK1-AS1
23243,ENSG00000165943,MOAP1
23244,ENSG00000153485,TMEM251
23245,ENSG00000259066,RP11-371E8.4
23246,ENSG00000170270,C14orf142
23247,ENSG00000012963,UBR7
23248,ENSG00000011114,BTBD7
23249,ENSG00000133958,UNC79
23250,ENSG00000187581,COX8C
23251,ENSG00000175785,PRIMA1
23252,ENSG00000140067,FAM181A
23253,ENSG00000100628,ASB2
23254,ENSG00000258987,RP11-131H24.4
23255,ENSG00000089723,OTUB2
23256,ENSG00000089737,DDX24
23257,ENSG00000165948,IFI27L1
23258,ENSG00000165949,IFI27
23259,ENSG00000119632,IFI27L2
23260,ENSG00000119698,PPP4R4
23261,ENSG00000140093,SERPINA10
23262,ENSG00000170099,SERPINA6
23263,ENSG00000197249,SERPINA1
23264,ENSG00000256357,RP11-349I1.2
23265,ENSG00000186910,SERPINA11
23266,ENSG00000170054,SERPINA9
23267,ENSG00000165953,SERPINA12
23268,ENSG00000100665,SERPINA4
23269,ENSG00000188488,SERPINA5
23270,ENSG00000273259,RP11-986E7.7
23271,ENSG00000196136,SERPINA3
23272,ENSG00000133937,GSC
23273,ENSG00000258933,RP11-991C1.1
23274,ENSG00000258866,RP11-991C1.2
23275,ENSG00000100697,DICER1
23276,ENSG00000235706,DICER1-AS1
23277,ENSG00000165959,CLMN
23278,ENSG00000258630,RP11-725G5.2
23279,ENSG00000229645,LINC00341
23280,ENSG00000176438,SYNE3
23281,ENSG00000258572,RP11-1070N10.3
23282,ENSG00000247092,SNHG10
23283,ENSG00000182512,GLRX5
23284,ENSG00000258390,RP11-1070N10.4
23285,ENSG00000258927,RP11-1070N10.5
23286,ENSG00000270038,RP11-1070N10.7
23287,ENSG00000213231,TCL1B
23288,ENSG00000100721,TCL1A
23289,ENSG00000257275,RP11-164H13.1
23290,ENSG00000258516,RP11-185P18.2
23291,ENSG00000250366,LINC00617
23292,ENSG00000227051,C14orf132
23293,ENSG00000168398,BDKRB2
23294,ENSG00000258691,RP11-404P21.8
23295,ENSG00000259036,RP11-404P21.1
23296,ENSG00000100739,BDKRB1
23297,ENSG00000258793,RP11-404P21.3
23298,ENSG00000258729,DKFZP434O1614
23299,ENSG00000066739,ATG2B
23300,ENSG00000100744,GSKIP
23301,ENSG00000140057,AK7
23302,ENSG00000260806,RP11-872J21.3
23303,ENSG00000090060,PAPOLA
23304,ENSG00000258702,RP11-433J8.1
23305,ENSG00000258979,RP11-433J8.2
23306,ENSG00000100749,VRK1
23307,ENSG00000225163,LINC00618
23308,ENSG00000259026,RP11-907D1.1
23309,ENSG00000258393,RP11-907D1.2
23310,ENSG00000259110,RP11-359N5.1
23311,ENSG00000246084,CTD-2506J14.1
23312,ENSG00000197176,RP11-76E12.1
23313,ENSG00000258869,RP11-204N11.1
23314,ENSG00000258379,RP11-204N11.2
23315,ENSG00000246223,C14orf64
23316,ENSG00000259097,RP11-61O1.1
